sub,ses,task,run,median_value,filename
0132,01,social,3,27.44032096862793,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-01_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,04,alignvideo,1,56.202945709228516,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-04_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,04,social,2,60.996612548828125,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-04_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,04,fractional,2,45.4129638671875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-04_task-fractional_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,01,social,5,43.64064407348633,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-01_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,01,social,4,44.93431091308594,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-01_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,03,shortvideo,1,51.6048469543457,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-03_task-shortvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,04,social,6,55.442054748535156,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-04_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,03,social,1,40.746604919433594,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-03_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,02,alignvideo,2,50.848541259765625,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-02_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,02,narratives,1,48.45277404785156,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-02_task-narratives_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,02,narratives,3,48.88785934448242,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-02_task-narratives_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,03,social,5,35.919071197509766,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-03_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,01,social,1,45.78630447387695,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-01_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,01,alignvideo,1,43.610172271728516,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-01_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,03,social,6,51.458900451660156,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-03_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,04,fractional,1,49.77463150024414,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-04_task-fractional_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,03,social,3,55.13025665283203,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-03_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,02,faces,1,45.22127151489258,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-02_task-faces_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,02,alignvideo,3,47.270530700683594,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-02_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,03,alignvideo,1,50.12649154663086,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-03_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,03,social,4,52.855281829833984,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-03_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,01,social,2,43.09123229980469,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-01_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,02,faces,2,46.442138671875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-02_task-faces_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,04,social,4,37.672630310058594,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-04_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,04,social,5,53.09394454956055,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-04_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,01,alignvideo,2,50.96273422241211,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-01_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,04,social,1,47.19108200073242,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-04_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,01,alignvideo,3,45.2967643737793,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-01_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,03,alignvideo,3,51.93775177001953,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-03_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,02,alignvideo,1,55.28322982788086,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-02_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,01,alignvideo,4,43.06188201904297,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-01_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,02,alignvideo,4,49.32017517089844,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-02_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,01,social,6,27.42329216003418,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-01_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0132,03,social,2,52.87901306152344,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0132/sub-0132_ses-03_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,02,narratives,3,68.12903594970703,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-02_task-narratives_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,04,social,4,52.82593536376953,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-04_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,03,social,3,60.425262451171875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-03_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,04,alignvideo,2,55.235816955566406,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-04_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,01,social,5,47.00947189331055,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-01_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,04,social,1,58.58869171142578,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-04_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,02,alignvideo,2,61.50460433959961,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-02_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,03,social,5,60.85277557373047,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-03_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,01,social,6,52.88768768310547,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-01_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,03,social,2,64.45515441894531,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-03_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,03,shortvideo,1,56.88466262817383,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-03_task-shortvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,02,alignvideo,4,66.45074462890625,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-02_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,02,alignvideo,1,62.7303466796875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-02_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,01,alignvideo,1,44.67962646484375,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-01_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,03,social,4,66.367431640625,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-03_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,01,alignvideo,4,43.946266174316406,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-01_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,04,social,6,60.71535110473633,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-04_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,02,faces,3,60.739566802978516,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-02_task-faces_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,01,alignvideo,3,43.83976745605469,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-01_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,04,social,5,61.70355224609375,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-04_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,01,alignvideo,2,52.28905487060547,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-01_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,04,fractional,2,55.975006103515625,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-04_task-fractional_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,02,faces,2,59.893070220947266,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-02_task-faces_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,02,narratives,2,59.60834503173828,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-02_task-narratives_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,02,faces,1,56.70310974121094,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-02_task-faces_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,01,social,3,47.77000427246094,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-01_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,01,social,2,57.22927474975586,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-01_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,03,social,1,65.4080810546875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-03_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,04,alignvideo,1,54.82721710205078,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-04_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,03,alignvideo,1,52.02531433105469,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-03_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,03,social,6,46.73259735107422,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-03_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,02,narratives,1,53.539066314697266,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-02_task-narratives_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,04,social,2,47.842384338378906,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-04_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,02,narratives,4,55.791465759277344,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-02_task-narratives_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,03,alignvideo,2,56.17185592651367,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-03_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,04,social,3,56.01782989501953,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-04_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,03,alignvideo,3,54.77040100097656,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-03_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,01,social,1,54.76747131347656,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-01_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,02,alignvideo,3,55.44641876220703,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-02_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,04,fractional,1,58.67188262939453,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-04_task-fractional_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0058,01,social,4,47.05038833618164,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0058/sub-0058_ses-01_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0063,01,social,1,67.00281524658203,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0063/sub-0063_ses-01_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,02,narratives,1,49.269859313964844,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-02_task-narratives_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,04,alignvideo,1,35.97706985473633,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-04_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,03,alignvideo,3,48.68586730957031,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-03_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,02,narratives,3,39.94350051879883,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-02_task-narratives_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,03,shortvideo,1,43.479740142822266,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-03_task-shortvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,01,alignvideo,4,49.566898345947266,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-01_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,02,alignvideo,2,42.595855712890625,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-02_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,01,alignvideo,1,46.1474723815918,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-01_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,02,faces,3,48.683441162109375,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-02_task-faces_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,01,alignvideo,2,36.001792907714844,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-01_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,02,narratives,4,36.93641662597656,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-02_task-narratives_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,02,faces,1,66.06889343261719,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-02_task-faces_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,02,faces,2,59.387882232666016,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-02_task-faces_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,03,alignvideo,1,49.4769401550293,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-03_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,01,alignvideo,3,43.767547607421875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-01_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,04,fractional,2,49.07769012451172,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-04_task-fractional_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,02,alignvideo,1,57.919410705566406,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-02_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,04,fractional,1,48.15011215209961,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-04_task-fractional_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,04,alignvideo,2,51.26021957397461,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-04_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,02,alignvideo,4,46.172340393066406,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-02_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,03,alignvideo,2,44.96638870239258,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-03_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,02,alignvideo,3,47.846622467041016,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-02_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0004,02,narratives,2,40.925086975097656,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0004/sub-0004_ses-02_task-narratives_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,01,alignvideo,2,48.36792755126953,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-01_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,04,alignvideo,2,48.92216110229492,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-04_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,02,narratives,4,53.20807647705078,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-02_task-narratives_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,01,social,4,60.14112091064453,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-01_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,02,narratives,3,49.92622756958008,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-02_task-narratives_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,01,social,6,45.188541412353516,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-01_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,02,alignvideo,3,44.78433609008789,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-02_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,04,social,3,58.8590087890625,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-04_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,04,social,4,57.26955795288086,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-04_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,03,alignvideo,2,60.40049743652344,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-03_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,04,fractional,1,47.382511138916016,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-04_task-fractional_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,04,fractional,2,53.00801086425781,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-04_task-fractional_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,02,narratives,1,51.065711975097656,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-02_task-narratives_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,03,shortvideo,1,60.95846939086914,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-03_task-shortvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,04,social,1,46.007991790771484,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-04_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,03,social,5,62.26850128173828,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-03_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,02,narratives,2,43.984397888183594,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-02_task-narratives_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,03,social,1,51.42833709716797,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-03_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,02,alignvideo,4,53.754329681396484,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-02_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,03,alignvideo,1,56.64716720581055,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-03_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0043,01,social,1,52.58083724975586,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0043/sub-0043_ses-01_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
