sub,task,fd_mean
4014626,faces,0.172845
4014687,rest,0.0803191
4014687,faces,0.0677725
4014869,rest,0.0555955
4014869,faces,0.0699452
4015038,rest,0.111793
4015038,faces,0.119649
4015046,rest,0.0924092
4015046,faces,0.0889211
4015140,rest,0.0883292
4015140,faces,0.0988637
4015290,rest,0.0919158
4015290,faces,0.0984907
4015437,rest,0.136492
4015437,faces,0.236572
4015516,rest,NA
4015516,faces,NA
4015598,rest,NA
4015598,faces,NA
4015921,rest,0.123842
4015921,faces,0.139125
4015933,rest,0.0951299
4015933,faces,NA
4016188,rest,0.0612487
4016188,faces,0.088064
4016457,rest,0.088105
4016457,faces,0.124313
4016494,rest,NA
4016494,faces,NA
4016566,rest,0.151264
4016566,faces,0.179753
4016579,rest,0.331747
4016579,faces,0.169405
4016603,rest,0.0830883
4016603,faces,0.0997042
4016701,rest,0.0811567
4016701,faces,0.103978
4016719,rest,NA
4016719,faces,NA
4016734,rest,0.125222
4016734,faces,0.112904
4016755,rest,0.11061
4016755,faces,0.130603
4017082,rest,0.150161
4017082,faces,0.161152
4017354,rest,0.143892
4017354,faces,NA
4017474,rest,0.149664
4017474,faces,0.185598
4017538,rest,NA
4017538,faces,NA
4017580,rest,0.131233
4017580,faces,0.203949
4017612,rest,0.115985
4017612,faces,0.148582
4017621,rest,0.0777533
4017621,faces,0.1491
4017657,rest,0.225002
4017657,faces,NA
4017788,rest,0.133787
4017788,faces,NA
4018001,rest,NA
4018001,faces,NA
4018019,rest,0.138599
4018019,faces,0.112398
4018248,rest,0.0952927
4018248,faces,0.134187
4018337,rest,0.151912
4018337,faces,NA
4018392,rest,0.0825731
4018392,faces,0.0825972
4018570,rest,0.163895
4018570,faces,0.164325
4018691,rest,0.113388
4018691,faces,0.121841
4018744,rest,0.107125
4018744,faces,0.16081
4018867,rest,0.25727
4018867,faces,0.303664
4019008,rest,0.0697915
4019008,faces,0.0827104
4019039,rest,0.0845347
4019039,faces,0.141546
4019264,rest,0.10441
4019264,faces,NA
4019401,rest,0.118203
4019401,faces,0.143259
4019647,rest,NA
4019647,faces,NA
4019650,rest,0.163781
4019650,faces,NA
4019665,rest,0.131365
4019665,faces,0.137796
4019818,rest,0.18337
4019818,faces,0.157339
4019884,rest,0.110971
4019884,faces,NA
4020121,rest,0.0939135
4020121,faces,0.225703
4020194,rest,0.0813353
4020194,faces,0.0930178
4020210,rest,0.202442
4020210,faces,0.239677
4020244,rest,0.0801827
4020244,faces,0.140376
4020450,rest,0.104623
4020450,faces,0.132293
4020687,rest,0.0988907
4020687,faces,0.108219
4020848,rest,0.0908682
4020848,faces,0.0947939
4020869,rest,0.154643
4020869,faces,0.167964
4020937,rest,0.077526
4020937,faces,0.0850875
4020943,rest,0.166419
4020943,faces,0.26255
4020979,rest,0.0763691
4020979,faces,0.140651
4021114,rest,0.0892884
4021114,faces,0.126059
4021258,rest,0.0838474
4021258,faces,0.13493
4021302,rest,0.0513526
4021302,faces,0.114671
4021323,rest,0.0461938
4021323,faces,0.0923988
4021504,rest,0.202916
4021504,faces,0.187803
4021700,rest,0.0662079
4021700,faces,0.0824587
4021878,rest,0.152269
4021878,faces,0.168788
4021912,rest,0.118873
4021912,faces,0.161536
4022014,rest,0.0835636
4022014,faces,0.0753657
4022138,rest,0.0825048
4022138,faces,0.145227
4022303,rest,0.112623
4022303,faces,0.120935
4022345,rest,0.215712
4022345,faces,0.187338
4022358,rest,0.122496
4022358,faces,0.166536
4022556,rest,0.21154
4022556,faces,0.0808635
4022629,rest,0.103453
4022629,faces,0.1
4022647,rest,0.162353
4022647,faces,0.168482
4022682,rest,NA
4022682,faces,NA
4022698,rest,0.12887
4022698,faces,0.145719
4023055,rest,0.114381
4023055,faces,0.125038
4023060,rest,0.10477
4023060,faces,0.113093
4023225,rest,0.180555
4023225,faces,0.34336
4023297,rest,0.297385
4023297,faces,0.40581
4023320,rest,0.277233
4023320,faces,0.275385
4023366,rest,0.0619913
4023366,faces,0.190479
4023379,rest,NA
4023379,faces,NA
4023439,rest,0.191039
4023439,faces,0.221834
4023533,rest,0.168448
4023533,faces,NA
4023570,rest,NA
4023570,faces,NA
4023594,rest,0.181001
4023594,faces,0.173673
4023617,rest,0.161833
4023617,faces,0.191515
4023761,rest,0.0674289
4023761,faces,0.0812829
4023772,rest,0.0684307
4023772,faces,0.0937213
4023799,rest,0.208483
4023799,faces,0.210072
4023811,rest,0.246532
4023811,faces,0.456079
4023889,rest,NA
4023889,faces,NA
4023915,rest,NA
4023915,faces,NA
4024012,rest,0.204688
4024012,faces,0.216961
4024094,rest,0.103702
4024094,faces,0.128477
4024145,rest,0.0538367
4024145,faces,0.0683651
4024227,rest,NA
4024227,faces,NA
4024542,rest,0.0909829
4024542,faces,0.0803985
4024784,rest,NA
4024784,faces,NA
4024873,rest,0.127131
4024873,faces,NA
4025043,rest,0.0887392
4025043,faces,0.102589
4025051,rest,0.0595989
4025051,faces,0.106846
4025212,rest,0.166213
4025212,faces,0.193263
4025257,rest,0.132129
4025257,faces,0.149462
4025268,rest,0.0828905
4025268,faces,0.0822024
4025294,rest,0.0854787
4025294,faces,0.0598783
4025326,rest,NA
4025326,faces,NA
4025417,rest,0.0828969
4025417,faces,0.0905024
4025576,rest,0.06876
4025576,faces,0.109155
4025936,rest,0.187044
4025936,faces,0.225937
4025945,rest,0.0871212
4025945,faces,0.110117
4026119,rest,0.113564
4026119,faces,0.126569
4026220,rest,0.083804
4026220,faces,0.120886
4026237,rest,0.226352
4026237,faces,0.2303
4026251,rest,0.144395
4026251,faces,0.120136
4026284,rest,0.0812053
4026284,faces,0.138114
4026300,rest,0.146658
4026300,faces,0.176484
4026332,rest,0.104083
4026332,faces,0.14677
4026348,rest,0.134897
4026348,faces,0.135991
4026354,rest,0.259214
4026354,faces,0.321066
4026397,rest,NA
4026397,faces,NA
4026403,rest,0.0981466
4026403,faces,0.126952
4026591,rest,0.102292
4026591,faces,0.096472
4026649,rest,NA
4026649,faces,NA
4026827,rest,0.079828
4026827,faces,0.103529
4027076,rest,0.149823
4027076,faces,0.121253
4027097,rest,0.0551518
4027097,faces,0.0707061
4027196,rest,0.171903
4027196,faces,0.189789
4027263,rest,NA
4027263,faces,NA
4027304,rest,0.123401
4027304,faces,0.164838
4027331,rest,0.112965
4027331,faces,0.355292
4027398,rest,0.0745376
4027398,faces,NA
4027505,rest,0.262546
4027505,faces,0.303549
4027551,rest,0.0835602
4027551,faces,0.0834698
4027793,rest,0.114875
4027793,faces,NA
4027899,rest,0.104705
4027899,faces,0.149006
4028077,rest,0.150203
4028077,faces,0.149991
4028229,rest,0.0779963
4028229,faces,0.146864
4028273,rest,0.12761
4028273,faces,0.152777
4028428,rest,0.152158
4028428,faces,0.179162
4028499,rest,0.091814
4028499,faces,0.127227
4028574,rest,NA
4028574,faces,NA
4028590,rest,0.0864777
4028590,faces,NA
4028605,rest,0.0783533
4028605,faces,0.0916102
4028620,rest,0.181967
4028620,faces,0.174686
4028666,rest,NA
4028666,faces,NA
4028740,rest,0.117738
4028740,faces,0.149877
4028857,rest,0.073237
4028857,faces,0.0813802
4028870,rest,0.0796969
4028870,faces,0.100611
4028993,rest,0.0709005
4028993,faces,0.114345
4029105,rest,0.0733016
4029105,faces,0.159785
4029120,rest,0.146602
4029120,faces,0.156731
4029278,rest,0.106515
4029278,faces,NA
4029321,rest,0.081746
4029321,faces,0.0948334
4029370,rest,0.061491
4029370,faces,0.0829889
4029415,rest,NA
4029415,faces,NA
4029423,rest,0.0788562
4029423,faces,0.0756938
4029625,rest,0.116615
4029625,faces,0.145507
4029676,rest,0.0937321
4029676,faces,0.134198
4029745,rest,0.109071
4029745,faces,0.122916
4030019,rest,0.145473
4030019,faces,0.160854
4030034,rest,0.307021
4030034,faces,0.386566
4030297,rest,0.154195
4030297,faces,0.153339
4030343,rest,0.132484
4030343,faces,0.175925
4030351,rest,0.149613
4030351,faces,0.13274
4030506,rest,0.125564
4030506,faces,0.0872135
4030533,rest,NA
4030533,faces,NA
4030549,rest,0.13577
4030549,faces,0.166329
4030557,rest,0.0726897
4030557,faces,0.113849
4030845,rest,0.104797
4030845,faces,0.219706
4030915,rest,0.0708943
4030915,faces,0.0867502
4030964,rest,0.139022
4030964,faces,NA
4031010,rest,0.156426
4031010,faces,0.238617
4031402,rest,0.110472
4031402,faces,0.125575
4031790,rest,0.0572947
4031790,faces,NA
4031852,rest,0.166068
4031852,faces,0.187351
4031904,rest,NA
4031904,faces,NA
4031998,rest,NA
4031998,faces,NA
4032199,rest,0.0927324
4032199,faces,0.104229
4032249,rest,0.051871
4032249,faces,0.0843797
4032285,rest,0.207064
4032285,faces,NA
4032387,rest,0.0726224
4032387,faces,0.0995025
4032500,rest,0.110035
4032500,faces,NA
4032576,rest,0.365057
4032576,faces,NA
4032653,rest,0.0833282
4032653,faces,0.070855
4032765,rest,0.0839043
4032765,faces,0.0879034
4032782,rest,0.0901709
4032782,faces,0.101782
4032830,rest,0.167032
4032830,faces,0.15653
4033258,rest,0.194148
4033258,faces,NA
4033330,rest,0.0780688
4033330,faces,0.0901622
4033341,rest,0.092158
4033341,faces,0.324854
4033418,rest,0.0506241
4033418,faces,0.0706866
4033420,rest,0.167163
4033420,faces,0.271742
4033547,rest,0.0920499
4033547,faces,0.0975067
4033607,rest,0.0990707
4033607,faces,0.140993
4033644,rest,0.146446
4033644,faces,0.167269
4033855,rest,0.0804571
4033855,faces,0.104505
4033878,rest,0.191389
4033878,faces,0.136748
4033887,rest,0.201835
4033887,faces,0.168546
4033968,rest,0.201139
4033968,faces,0.165465
4034082,rest,0.158183
4034082,faces,0.239343
4034098,rest,0.129854
4034098,faces,0.138297
4034126,rest,0.0826303
4034126,faces,0.132914
4034403,rest,0.255831
4034403,faces,0.332482
4034467,rest,0.115954
4034467,faces,0.133995
4034715,rest,0.0752571
4034715,faces,0.148778
4034796,rest,0.0993436
4034796,faces,0.118539
4034853,rest,0.0992717
4034853,faces,0.125857
4035077,rest,0.247339
4035077,faces,0.309432
4035113,rest,0.1739
4035113,faces,0.194273
4035363,rest,0.140404
4035363,faces,0.12271
4035410,rest,0.107876
4035410,faces,0.104319
4035503,rest,0.137485
4035503,faces,0.116872
4035589,rest,0.143365
4035589,faces,0.161945
4035684,rest,0.317466
4035684,faces,0.29013099999999997
4035708,rest,NA
4035708,faces,NA
4035762,rest,0.0867802
4035762,faces,0.0909276
4035849,rest,0.0843772
4035849,faces,NA
4035868,rest,0.0697713
4035868,faces,0.0734113
4035885,rest,0.0907423
4035885,faces,0.0935563
4035894,rest,0.0719734
4035894,faces,0.0765555
4036014,rest,0.0858389
4036014,faces,0.0877853
4036040,rest,0.102072
4036040,faces,0.139511
4036109,rest,0.0855565
4036109,faces,0.103179
4036223,rest,0.0505042
4036223,faces,0.0501483
4036230,rest,0.08241
4036230,faces,0.0937648
4036528,rest,0.234882
4036528,faces,0.224015
4036604,rest,0.0692225
4036604,faces,0.103398
4036616,rest,0.0685912
4036616,faces,0.0876361
4036820,rest,0.0738549
4036820,faces,NA
4036932,rest,0.172705
4036932,faces,NA
4036948,rest,0.199776
4036948,faces,0.174726
4037089,rest,0.0922089
4037089,faces,NA
4037106,rest,0.0836779
4037106,faces,0.104253
4037362,rest,0.093554
4037362,faces,0.168131
4037465,rest,0.11241
4037465,faces,NA
4037473,rest,0.151663
4037473,faces,0.174819
4037619,rest,0.0852541
4037619,faces,0.085827
4037660,rest,0.0737124
4037660,faces,NA
4037832,rest,0.153753
4037832,faces,NA
4037943,rest,0.105221
4037943,faces,0.116692
4038049,rest,0.156707
4038049,faces,0.254405
4038189,rest,0.119907
4038189,faces,0.123093
4038214,rest,0.211495
4038214,faces,NA
4038227,rest,0.103384
4038227,faces,0.0857531
4038372,rest,NA
4038372,faces,NA
4038400,rest,0.070782
4038400,faces,0.103428
4038602,rest,0.113274
4038602,faces,0.139544
4038677,rest,0.157648
4038677,faces,0.176572
4039048,rest,0.120469
4039048,faces,0.119683
4039069,rest,0.259393
4039069,faces,NA
4039246,rest,0.227011
4039246,faces,0.280574
4039329,rest,NA
4039329,faces,NA
4039412,rest,0.197631
4039412,faces,0.168224
4039468,rest,0.154114
4039468,faces,NA
4039518,rest,0.0779301
4039518,faces,0.0702328
4039520,rest,0.0569631
4039520,faces,0.0700288
4039592,rest,0.0637557
4039592,faces,0.0628121
4039636,rest,0.210804
4039636,faces,0.273722
4039689,rest,0.0763158
4039689,faces,0.0702641
4039742,rest,0.119792
4039742,faces,NA
4039914,rest,NA
4039914,faces,NA
4039940,rest,0.115139
4039940,faces,0.101172
4039953,rest,0.188711
4039953,faces,0.198293
4040043,rest,NA
4040043,faces,NA
4040107,rest,0.0562829
4040107,faces,NA
4040135,rest,0.1908
4040135,faces,0.155074
4040199,rest,0.0841507
4040199,faces,0.130474
4040301,rest,NA
4040301,faces,NA
4040387,rest,0.104542
4040387,faces,0.0995453
4040823,rest,0.157522
4040823,faces,0.171447
4040864,rest,0.122052
4040864,faces,NA
4040903,rest,0.159428
4040903,faces,0.142151
4041082,rest,0.0967627
4041082,faces,0.120685
4041178,rest,0.156491
4041178,faces,0.161556
4041193,rest,0.115045
4041193,faces,0.117037
4041445,rest,0.0793475
4041445,faces,0.103371
4041490,rest,0.132213
4041490,faces,0.194212
4041517,rest,NA
4041517,faces,NA
4041788,rest,0.112516
4041788,faces,NA
4041839,rest,0.14278
4041839,faces,0.160312
4041871,rest,0.15505
4041871,faces,0.204794
4041956,rest,NA
4041956,faces,NA
4042034,rest,0.0544233
4042034,faces,0.0762223
4042093,rest,0.138329
4042093,faces,0.142826
4042254,rest,0.109871
4042254,faces,0.118898
4042379,rest,0.0430233
4042379,faces,0.0817878
4042462,rest,0.159201
4042462,faces,NA
4042512,rest,0.172435
4042512,faces,0.17101
4042549,rest,0.120433
4042549,faces,0.151237
4042557,rest,0.0896334
4042557,faces,0.113737
4042594,rest,0.113642
4042594,faces,0.148513
4042675,rest,0.107232
4042675,faces,0.107697
4042811,rest,0.199101
4042811,faces,0.270739
4043086,rest,0.13366
4043086,faces,0.162863
4043095,rest,0.154751
4043095,faces,0.16717
4043175,rest,0.111522
4043175,faces,0.138344
4043259,rest,NA
4043259,faces,NA
4043303,rest,0.183073
4043303,faces,0.261205
4043544,rest,0.108668
4043544,faces,0.244603
4043673,rest,0.102182
4043673,faces,0.159688
4043698,rest,0.0866696
4043698,faces,0.106746
4043770,rest,0.0951318
4043770,faces,0.129103
4043820,rest,0.160726
4043820,faces,0.198108
4043997,rest,0.105422
4043997,faces,0.102389
4044385,rest,0.0890585
4044385,faces,0.115188
4044441,rest,0.174159
4044441,faces,0.187231
4044459,rest,0.105068
4044459,faces,0.139306
4044789,rest,0.0700994
4044789,faces,0.0819286
4044824,rest,0.112931
4044824,faces,0.120964
4044863,rest,0.144563
4044863,faces,0.201482
4044931,rest,0.102758
4044931,faces,0.149599
4044998,rest,0.0980531
4044998,faces,0.118403
4045339,rest,0.0843394
4045339,faces,0.102925
4045395,rest,0.0701796
4045395,faces,0.0874421
4045450,rest,0.0886588
4045450,faces,0.0794021
4045596,rest,0.14347
4045596,faces,0.157111
4045709,rest,0.0896336
4045709,faces,0.105386
4045775,rest,0.115871
4045775,faces,0.128097
4045848,rest,0.0550434
4045848,faces,0.0760099
4045876,rest,NA
4045876,faces,NA
4046108,rest,0.109142
4046108,faces,NA
4046114,rest,NA
4046114,faces,NA
4046171,rest,0.200203
4046171,faces,0.160928
4046289,rest,0.136313
4046289,faces,0.183785
4046933,rest,0.10666
4046933,faces,0.157543
4047176,rest,0.0963194
4047176,faces,0.11193
4047216,rest,0.103033
4047216,faces,0.134508
4047247,rest,0.279435
4047247,faces,0.232865
4047352,rest,NA
4047352,faces,NA
4047511,rest,NA
4047511,faces,NA
4047545,rest,0.0715062
4047545,faces,0.117042
4047620,rest,NA
4047620,faces,NA
4047679,rest,0.0755634
4047679,faces,0.143345
4047692,rest,0.0911075
4047692,faces,0.116628
4047714,rest,0.0745476
4047714,faces,0.128849
4047727,rest,0.107723
4047727,faces,0.124936
4047762,rest,0.106327
4047762,faces,0.134157
4047806,rest,0.114203
4047806,faces,0.121964
4047934,rest,0.0867425
4047934,faces,0.122791
4047978,rest,0.262238
4047978,faces,0.162414
4048102,rest,0.187071
4048102,faces,0.226778
4048291,rest,0.112515
4048291,faces,0.172435
4048316,rest,0.118584
4048316,faces,0.124027
4048518,rest,0.191836
4048518,faces,0.193341
4048636,rest,0.0762464
4048636,faces,0.0722665
4048689,rest,0.227943
4048689,faces,0.254078
4048835,rest,0.138267
4048835,faces,0.265101
4048995,rest,NA
4048995,faces,NA
4049085,rest,0.101917
4049085,faces,0.118882
4049271,rest,0.136291
4049271,faces,0.142774
4049286,rest,0.563423
4049286,faces,0.429458
4049413,rest,0.0460121
4049413,faces,0.0807377
4049481,rest,0.108806
4049481,faces,0.12855
4049578,rest,0.12803
4049578,faces,0.162205
4049630,rest,0.061165
4049630,faces,0.0925643
4049737,rest,0.0589564
4049737,faces,0.0690211
4049882,rest,0.112227
4049882,faces,0.14885
4050191,rest,0.0948906
4050191,faces,0.129524
4050303,rest,NA
4050303,faces,NA
4050556,rest,0.0870144
4050556,faces,0.115738
4050712,rest,0.0783116
4050712,faces,0.105263
4050721,rest,NA
4050721,faces,NA
4050733,rest,0.13267
4050733,faces,NA
4050749,rest,0.100172
4050749,faces,0.116227
4050925,rest,NA
4050925,faces,NA
4051295,rest,0.0746966
4051295,faces,0.0937237
4051328,rest,0.185655
4051328,faces,0.189737
4051335,rest,0.0863312
4051335,faces,0.127781
4051481,rest,0.102273
4051481,faces,0.125162
4051578,rest,0.0537274
4051578,faces,0.0949422
4051718,rest,0.12731
4051718,faces,0.32
4051737,rest,0.131787
4051737,faces,0.189808
4051909,rest,0.0867278
4051909,faces,0.14197100000000001
4051991,rest,0.102495
4051991,faces,0.109387
4052003,rest,0.133781
4052003,faces,NA
4052011,rest,0.100442
4052011,faces,0.112474
4052045,rest,0.0603454
4052045,faces,0.0811787
4052157,rest,NA
4052157,faces,NA
4052256,rest,0.129586
4052256,faces,0.170677
4052314,rest,0.118064
4052314,faces,0.148824
4052530,rest,0.105707
4052530,faces,0.127011
4052559,rest,0.0735559
4052559,faces,NA
4052588,rest,NA
4052588,faces,NA
4052596,rest,0.0543122
4052596,faces,NA
4052687,rest,0.0769714
4052687,faces,0.135672
4052717,rest,0.0983452
4052717,faces,0.134834
4052763,rest,0.110373
4052763,faces,NA
4052848,rest,0.122991
4052848,faces,NA
4052869,rest,0.0872753
4052869,faces,0.0983084
4052876,rest,0.07682
4052876,faces,0.0795588
4052897,rest,0.143064
4052897,faces,0.164002
4053098,rest,0.131961
4053098,faces,0.142247
4053193,rest,0.105573
4053193,faces,0.133811
4053220,rest,0.12901
4053220,faces,0.168096
4053243,rest,0.0812809
4053243,faces,0.108626
4053381,rest,0.0304936
4053381,faces,NA
4053591,rest,0.178232
4053591,faces,0.186833
4053649,rest,0.0649233
4053649,faces,0.0640586
4053657,rest,0.294251
4053657,faces,NA
4053759,rest,NA
4053759,faces,NA
4053764,rest,0.158385
4053764,faces,0.269133
4053871,rest,0.234622
4053871,faces,0.279412
4053886,rest,0.0903039
4053886,faces,0.121704
4054024,rest,0.0640165
4054024,faces,NA
4054046,rest,0.181369
4054046,faces,0.190194
4054139,rest,0.12802
4054139,faces,NA
4054203,rest,0.114286
4054203,faces,0.16331
4054245,rest,0.0768035
4054245,faces,0.110294
4054437,rest,0.131699
4054437,faces,0.202601
4054479,rest,0.181946
4054479,faces,0.215875
4054492,rest,0.0914341
4054492,faces,0.131741
4054699,rest,0.0649346
4054699,faces,0.0656139
4054700,rest,0.14016
4054700,faces,0.106375
4054754,rest,0.130805
4054754,faces,0.168335
4054769,rest,0.126039
4054769,faces,0.147163
4054781,rest,0.149781
4054781,faces,0.190344
4054921,rest,0.155356
4054921,faces,0.192174
4055054,rest,0.102601
4055054,faces,0.138317
4055102,rest,0.064961
4055102,faces,NA
4055350,rest,0.154634
4055350,faces,NA
4055433,rest,0.18125
4055433,faces,0.136941
4055518,rest,0.132984
4055518,faces,0.235831
4055566,rest,0.0688675
4055566,faces,0.0780534
4055592,rest,NA
4055592,faces,NA
4055622,rest,0.0968345
4055622,faces,0.137438
4055667,rest,NA
4055667,faces,NA
4055701,rest,0.0692999
4055701,faces,0.0930545
4055742,rest,0.158669
4055742,faces,0.209865
4055927,rest,0.0644111
4055927,faces,0.0863086
4056042,rest,0.163982
4056042,faces,NA
4056182,rest,0.223606
4056182,faces,0.282043
4056318,rest,0.129428
4056318,faces,0.161996
4056408,rest,0.171905
4056408,faces,0.156137
4056427,rest,0.114807
4056427,faces,0.149036
4056440,rest,0.100668
4056440,faces,NA
4056462,rest,NA
4056462,faces,NA
4056512,rest,0.0850659
4056512,faces,0.134882
4056557,rest,0.165407
4056557,faces,0.175683
4056609,rest,NA
4056609,faces,NA
4056710,rest,0.116479
4056710,faces,0.164385
4056867,rest,0.0518194
4056867,faces,NA
4057144,rest,0.0727387
4057144,faces,0.136215
4057221,rest,0.129311
4057221,faces,0.149862
4057452,rest,0.112151
4057452,faces,0.147354
4057569,rest,0.200083
4057569,faces,0.139618
4057614,rest,0.0661153
4057614,faces,NA
4057773,rest,0.117087
4057773,faces,0.11287
4057782,rest,0.0937088
4057782,faces,0.10452
4057823,rest,0.115315
4057823,faces,0.278099
4057830,rest,0.167815
4057830,faces,0.207885
4058007,rest,0.0742025
4058007,faces,0.10175
4058061,rest,0.162383
4058061,faces,0.1622
4058099,rest,NA
4058099,faces,NA
4058118,rest,0.104561
4058118,faces,0.153663
4058192,rest,0.120349
4058192,faces,0.202924
4058333,rest,0.150545
4058333,faces,0.177914
4058459,rest,NA
4058459,faces,NA
4058553,rest,0.0863578
4058553,faces,0.106987
4058571,rest,0.0839452
4058571,faces,0.0983699
4058676,rest,0.105918
4058676,faces,0.149785
4058711,rest,NA
4058711,faces,NA
4058767,rest,0.105779
4058767,faces,0.158326
4058838,rest,0.078531
4058838,faces,0.141209
4058973,rest,0.14141
4058973,faces,0.149148
4059030,rest,0.0888288
4059030,faces,0.0735571
4059154,rest,0.140791
4059154,faces,0.228625
4059273,rest,0.0825452
4059273,faces,0.16255
4059324,rest,NA
4059324,faces,NA
4059461,rest,0.0722284
4059461,faces,0.0828017
4059503,rest,0.0963175
4059503,faces,0.14083
4059679,rest,0.155705
4059679,faces,0.183148
4059821,rest,0.152623
4059821,faces,0.16095
4059894,rest,0.0984936
4059894,faces,0.135727
4059955,rest,0.167971
4059955,faces,0.254917
4060004,rest,0.0764043
4060004,faces,0.0763225
4060050,rest,0.0748925
4060050,faces,0.152712
4060082,rest,0.208337
4060082,faces,NA
4060251,rest,0.241563
4060251,faces,0.345814
4060332,rest,0.163658
4060332,faces,0.133996
4060436,rest,0.0927795
4060436,faces,0.102613
4060591,rest,0.149126
4060591,faces,0.205351
4060649,rest,0.114455
4060649,faces,NA
4060670,rest,0.0977148
4060670,faces,0.1139
4060685,rest,0.334052
4060685,faces,0.260059
4060759,rest,0.133325
4060759,faces,0.143488
4060910,rest,0.122976
4060910,faces,0.156559
4060999,rest,0.370849
4060999,faces,0.293972
4061100,rest,0.117921
4061100,faces,0.147196
4061154,rest,0.138708
4061154,faces,0.195664
4061181,rest,0.0951786
4061181,faces,NA
4061197,rest,0.101355
4061197,faces,0.131049
4061231,rest,0.124305
4061231,faces,0.198313
4061618,rest,0.149706
4061618,faces,0.172162
4061740,rest,NA
4061740,faces,NA
4061762,rest,NA
4061762,faces,NA
4061786,rest,0.0701377
4061786,faces,0.0995061
4061806,rest,0.06652
4061806,faces,0.100746
4061978,rest,0.0731411
4061978,faces,0.0852112
4061987,rest,NA
4061987,faces,NA
4062115,rest,0.150342
4062115,faces,0.0920506
4062238,rest,0.0998195
4062238,faces,0.106043
4062433,rest,0.161396
4062433,faces,0.147589
4062457,rest,0.322812
4062457,faces,NA
4062835,rest,NA
4062835,faces,NA
4063122,rest,0.0714453
4063122,faces,0.0816509
4063145,rest,0.155262
4063145,faces,NA
4063158,rest,0.0826623
4063158,faces,0.106093
4063328,rest,0.109267
4063328,faces,0.107593
4063372,rest,0.0952773
4063372,faces,0.109105
4063383,rest,0.106179
4063383,faces,NA
4063542,rest,0.0874561
4063542,faces,NA
4063587,rest,0.0820436
4063587,faces,0.0710171
4063766,rest,0.182019
4063766,faces,0.177359
4064116,rest,0.121788
4064116,faces,NA
4064200,rest,0.100358
4064200,faces,0.112942
4064297,rest,0.214432
4064297,faces,0.358198
4064318,rest,0.119147
4064318,faces,0.170728
4064384,rest,NA
4064384,faces,NA
4064617,rest,0.255029
4064617,faces,0.281563
4064646,rest,0.309429
4064646,faces,0.412491
4064728,rest,0.191095
4064728,faces,0.20544
4065035,rest,NA
4065035,faces,NA
4065118,rest,0.0954951
4065118,faces,0.11213
4065226,rest,0.123394
4065226,faces,0.137624
4065287,rest,0.0829689
4065287,faces,0.104008
4065430,rest,NA
4065430,faces,NA
4065464,rest,0.0997948
4065464,faces,0.0943984
4065488,rest,0.263745
4065488,faces,0.155373
4065817,rest,0.123452
4065817,faces,0.131681
4065950,rest,0.127554
4065950,faces,0.131501
4066022,rest,0.119636
4066022,faces,0.118254
4066036,rest,0.105473
4066036,faces,0.175082
4066235,rest,NA
4066235,faces,NA
4066314,rest,0.110775
4066314,faces,0.207003
4066327,rest,0.0489282
4066327,faces,0.110155
4066339,rest,0.053044
4066339,faces,0.0736398
4066431,rest,0.185045
4066431,faces,NA
4066619,rest,0.101877
4066619,faces,0.182206
4066642,rest,0.122729
4066642,faces,0.0895898
4066746,rest,0.128183
4066746,faces,NA
4066848,rest,0.253232
4066848,faces,0.242449
4066966,rest,0.108804
4066966,faces,0.15065
4067014,rest,0.16268
4067014,faces,0.183475
4067124,rest,0.111864
4067124,faces,0.190863
4067296,rest,0.0745375
4067296,faces,0.0901928
4067322,rest,0.0778219
4067322,faces,0.124764
4067336,rest,0.0497353
4067336,faces,NA
4067455,rest,0.256787
4067455,faces,0.132851
4067544,rest,0.0858117
4067544,faces,0.196892
4067556,rest,0.093388
4067556,faces,0.152979
4067866,rest,NA
4067866,faces,NA
4067879,rest,0.0718279
4067879,faces,0.128878
4067900,rest,0.185374
4067900,faces,0.137212
4067948,rest,0.0716949
4067948,faces,0.0644966
4067954,rest,0.202723
4067954,faces,0.245081
4068009,rest,0.11945
4068009,faces,NA
4068052,rest,0.142584
4068052,faces,0.176474
4068091,rest,0.11051
4068091,faces,0.173241
4068323,rest,0.120717
4068323,faces,0.177896
4068341,rest,0.115083
4068341,faces,0.170505
4068377,rest,0.110223
4068377,faces,0.130774
4068451,rest,0.0986694
4068451,faces,0.107794
4068516,rest,0.132022
4068516,faces,NA
4068550,rest,NA
4068550,faces,NA
4068607,rest,0.165229
4068607,faces,0.210982
4068656,rest,0.178358
4068656,faces,NA
4068842,rest,0.0748371
4068842,faces,0.128238
4068855,rest,0.150373
4068855,faces,NA
4068906,rest,0.19427
4068906,faces,0.240765
4069084,rest,0.0891551
4069084,faces,0.0977582
4069183,rest,0.135452
4069183,faces,0.131407
4069424,rest,0.112517
4069424,faces,0.1836
4069452,rest,NA
4069452,faces,NA
4069513,rest,0.0866793
4069513,faces,0.0866563
4069569,rest,0.0868238
4069569,faces,0.0766561
4069750,rest,0.0625944
4069750,faces,0.093394
4069990,rest,0.143142
4069990,faces,0.126576
4070017,rest,0.108164
4070017,faces,NA
4070075,rest,0.0811896
4070075,faces,0.114355
4070140,rest,0.129583
4070140,faces,0.131296
4070153,rest,0.0723408
4070153,faces,NA
4070236,rest,0.087586
4070236,faces,0.088005
4070289,rest,0.141134
4070289,faces,0.14689
4070290,rest,0.110332
4070290,faces,0.153217
