sub,task,fd_mean
1059043,rest,NA
1059043,faces,NA
1059066,rest,0.107887
1059066,faces,0.130881
1059199,rest,0.0680312
1059199,faces,0.0770771
1059270,rest,0.10044
1059270,faces,0.138526
1059285,rest,0.089553
1059285,faces,NA
1059319,rest,0.0794084
1059319,faces,0.0952778
1059326,rest,0.165191
1059326,faces,0.156458
1059417,rest,0.166289
1059417,faces,0.136284
1059532,rest,0.0708401
1059532,faces,0.118886
1059627,rest,0.152129
1059627,faces,0.15832
1059750,rest,0.199135
1059750,faces,NA
1059936,rest,NA
1059936,faces,NA
1060006,rest,0.109314
1060006,faces,0.0958242
1060145,rest,NA
1060145,faces,NA
1060167,rest,0.0960652
1060167,faces,0.0991179
1060253,rest,0.171121
1060253,faces,0.19756
1060307,rest,0.110959
1060307,faces,0.131167
1060555,rest,0.14283
1060555,faces,0.0897121
1060720,rest,0.120067
1060720,faces,0.154536
1060792,rest,0.187755
1060792,faces,0.3139
1060924,rest,0.0879299
1060924,faces,0.120408
1060946,rest,0.2446
1060946,faces,0.209536
1060975,rest,0.122164
1060975,faces,0.127074
1061084,rest,0.113097
1061084,faces,0.103272
1061128,rest,0.0561511
1061128,faces,0.0727153
1061144,rest,0.217745
1061144,faces,NA
1061172,rest,0.10908
1061172,faces,0.108727
1061257,rest,0.0950577
1061257,faces,0.105102
1061334,rest,0.140059
1061334,faces,0.201583
1061360,rest,0.128111
1061360,faces,0.226581
1061387,rest,NA
1061387,faces,NA
1061393,rest,0.148024
1061393,faces,0.124289
1061608,rest,0.0776086
1061608,faces,0.115617
1061750,rest,0.103231
1061750,faces,0.15258
1061798,rest,0.134397
1061798,faces,0.182703
1061864,rest,0.197272
1061864,faces,0.205972
1062010,rest,0.127903
1062010,faces,0.112135
1062099,rest,0.191289
1062099,faces,NA
1062293,rest,0.103475
1062293,faces,0.136144
1062312,rest,0.14648
1062312,faces,0.177018
1062349,rest,0.0678501
1062349,faces,0.0715061
1062880,rest,0.0625525
1062880,faces,0.0709919
1062947,rest,0.214497
1062947,faces,0.434291
1062982,rest,0.0853914
1062982,faces,0.0974957
1063030,rest,0.0984141
1063030,faces,0.11898
1063380,rest,0.277697
1063380,faces,0.320963
1063428,rest,0.106871
1063428,faces,0.134245
1063567,rest,0.0807023
1063567,faces,0.128329
1063589,rest,0.105846
1063589,faces,0.136651
1063795,rest,0.143741
1063795,faces,0.186933
1063812,rest,0.17918
1063812,faces,0.210987
1063955,rest,0.0745904
1063955,faces,0.0932979
1064045,rest,0.162718
1064045,faces,0.18982
1064133,rest,0.129396
1064133,faces,0.171533
1064149,rest,0.0951928
1064149,faces,0.100364
1064194,rest,0.143851
1064194,faces,0.134218
1064244,rest,0.124081
1064244,faces,0.170876
1064261,rest,0.187929
1064261,faces,0.221797
1064395,rest,0.239817
1064395,faces,0.276365
1064404,rest,0.0749711
1064404,faces,NA
1064431,rest,0.0953775
1064431,faces,0.0955414
1064541,rest,0.0722914
1064541,faces,0.0809414
1064626,rest,0.0725531
1064626,faces,0.0682166
1065114,rest,0.260496
1065114,faces,0.314554
1065186,rest,0.0602968
1065186,faces,0.0733641
1065203,rest,0.126982
1065203,faces,0.319161
1065211,rest,0.180638
1065211,faces,NA
1065330,rest,0.0875479
1065330,faces,0.0992649
1065341,rest,NA
1065341,faces,NA
1065504,rest,0.165592
1065504,faces,0.16633
1065547,rest,0.0872569
1065547,faces,0.176339
1065819,rest,0.0705897
1065819,faces,0.0639543
1065878,rest,0.0627724
1065878,faces,0.0889386
1065906,rest,0.0820907
1065906,faces,0.0852641
1065921,rest,0.123219
1065921,faces,0.156585
1065985,rest,0.289381
1065985,faces,0.24346
1066196,rest,0.150041
1066196,faces,0.105402
1066224,rest,0.134571
1066224,faces,0.183233
1066246,rest,0.108132
1066246,faces,0.063474
1066291,rest,0.111071
1066291,faces,NA
1066449,rest,0.187683
1066449,faces,0.179389
1066543,rest,0.0601257
1066543,faces,0.0741257
1066645,rest,0.0971019
1066645,faces,0.114039
1066807,rest,0.157099
1066807,faces,0.184488
1066835,rest,0.0533344
1066835,faces,0.0681511
1066861,rest,0.106858
1066861,faces,0.100417
1066995,rest,0.0912879
1066995,faces,0.115874
1067016,rest,0.0797104
1067016,faces,0.0756537
1067073,rest,0.0705046
1067073,faces,0.0972646
1067082,rest,0.171383
1067082,faces,NA
1067205,rest,0.164512
1067205,faces,0.187802
1067313,rest,0.134175
1067313,faces,NA
1067606,rest,0.119339
1067606,faces,0.174907
1067759,rest,0.0591681
1067759,faces,0.111157
1068182,rest,0.0989376
1068182,faces,0.105169
1068225,rest,0.0963137
1068225,faces,NA
1068318,rest,0.0823063
1068318,faces,0.0857344
1068408,rest,0.177893
1068408,faces,0.235312
1068427,rest,NA
1068427,faces,NA
1068710,rest,0.131135
1068710,faces,0.165511
1068783,rest,0.19253
1068783,faces,0.210823
1068811,rest,0.149352
1068811,faces,0.142421
1068902,rest,NA
1068902,faces,NA
1069053,rest,0.0706185
1069053,faces,NA
1069062,rest,0.0653134
1069062,faces,0.0642375
1069180,rest,0.0960507
1069180,faces,0.117579
1069259,rest,0.126343
1069259,faces,0.0628139
1069264,rest,0.152954
1069264,faces,0.14946
1069288,rest,0.0676253
1069288,faces,0.075566
1069296,rest,0.110205
1069296,faces,0.125128
1069419,rest,0.145655
1069419,faces,0.190604
1069556,rest,0.0945362
1069556,faces,0.114996
1069733,rest,0.0697238
1069733,faces,0.0916547
1069768,rest,0.199577
1069768,faces,0.200451
1069818,rest,0.141278
1069818,faces,0.231063
1069837,rest,0.0765461
1069837,faces,0.111499
1069925,rest,0.0807566
1069925,faces,0.0986889
1069969,rest,0.0799114
1069969,faces,0.134124
1069997,rest,0.115726
1069997,faces,0.113812
1070055,rest,0.0781002
1070055,faces,0.111173
1070276,rest,0.0986647
1070276,faces,NA
1070366,rest,0.0899386
1070366,faces,NA
1070495,rest,0.0826234
1070495,faces,0.149315
1070646,rest,0.117902
1070646,faces,0.117348
1070744,rest,0.0953637
1070744,faces,0.15599
1070756,rest,0.0636889
1070756,faces,0.291176
1070836,rest,0.0810099
1070836,faces,NA
1070874,rest,0.0746546
1070874,faces,0.111481
1070902,rest,NA
1070902,faces,NA
1070941,rest,0.188281
1070941,faces,NA
1070959,rest,0.121157
1070959,faces,0.14502
1071118,rest,0.065646
1071118,faces,0.058654
1071120,rest,0.0980043
1071120,faces,0.137213
1071166,rest,0.224624
1071166,faces,0.223052
1071287,rest,0.0734524
1071287,faces,0.0986845
1071333,rest,0.219542
1071333,faces,0.213152
1071357,rest,NA
1071357,faces,NA
1071540,rest,0.0967663
1071540,faces,0.135368
1071571,rest,0.13054
1071571,faces,0.170089
1071613,rest,0.0921238
1071613,faces,0.170315
1071711,rest,0.0745323
1071711,faces,0.102253
1071838,rest,0.15707
1071838,faces,0.194353
1071947,rest,0.0910257
1071947,faces,0.114691
1071982,rest,NA
1071982,faces,NA
1072018,rest,0.104491
1072018,faces,0.167654
1072107,rest,0.149633
1072107,faces,NA
1072183,rest,0.0697655
1072183,faces,0.0755249
1072206,rest,0.102614
1072206,faces,0.156676
1072360,rest,0.135523
1072360,faces,NA
1072393,rest,0.213596
1072393,faces,0.161806
1072417,rest,NA
1072417,faces,NA
1072513,rest,NA
1072513,faces,NA
1072554,rest,0.0699948
1072554,faces,0.124799
1072653,rest,0.171087
1072653,faces,NA
1072896,rest,0.0862375
1072896,faces,0.0792241
1072990,rest,0.155138
1072990,faces,0.346794
1073114,rest,0.132975
1073114,faces,0.201681
1073388,rest,0.0874848
1073388,faces,0.110958
1073418,rest,0.140307
1073418,faces,0.151201
1073644,rest,NA
1073644,faces,NA
1073661,rest,0.102892
1073661,faces,0.173116
1073732,rest,0.229985
1073732,faces,NA
1073887,rest,0.0632322
1073887,faces,0.0792955
1073893,rest,0.157881
1073893,faces,0.268964
1074082,rest,0.110471
1074082,faces,0.104908
1074155,rest,0.1444
1074155,faces,0.176801
1074284,rest,0.0405733
1074284,faces,0.0653862
1074354,rest,0.12786
1074354,faces,0.131983
1074397,rest,0.110941
1074397,faces,0.141227
1074403,rest,0.169462
1074403,faces,0.302384
1074445,rest,0.216794
1074445,faces,0.239038
1074458,rest,0.145232
1074458,faces,0.195581
1074509,rest,0.0753286
1074509,faces,0.100153
1074606,rest,0.175882
1074606,faces,0.209799
1074777,rest,0.122382
1074777,faces,0.186246
1074910,rest,0.131783
1074910,faces,0.146463
1075176,rest,0.0616255
1075176,faces,NA
1075204,rest,0.1688
1075204,faces,0.186642
1075298,rest,0.083493
1075298,faces,0.0963803
1075380,rest,0.0859795
1075380,faces,0.151095
1075435,rest,0.0899161
1075435,faces,0.110784
1075618,rest,0.0709925
1075618,faces,0.072976
1076202,rest,0.0716415
1076202,faces,0.125016
1076230,rest,0.123239
1076230,faces,NA
1076390,rest,0.191364
1076390,faces,0.219329
1076419,rest,0.082948
1076419,faces,NA
1076629,rest,0.204447
1076629,faces,0.187968
1076712,rest,0.148582
1076712,faces,NA
1076913,rest,0.112062
1076913,faces,0.178723
1076932,rest,0.138268
1076932,faces,NA
1077299,rest,0.0785446
1077299,faces,0.093258
1077447,rest,0.164834
1077447,faces,0.155033
1077502,rest,0.11753
1077502,faces,0.118927
1077515,rest,0.203857
1077515,faces,0.301159
1077541,rest,NA
1077541,faces,NA
1077559,rest,0.122391
1077559,faces,NA
1077564,rest,0.0782776
1077564,faces,0.0754517
1077601,rest,0.0779353
1077601,faces,0.0839077
1077943,rest,0.13855
1077943,faces,0.18411
1078012,rest,0.126201
1078012,faces,0.165895
1078085,rest,0.0516198
1078085,faces,0.0651144
1078103,rest,0.10223
1078103,faces,0.166673
1078145,rest,0.290562
1078145,faces,0.330524
1078328,rest,0.165721
1078328,faces,0.262495
1078356,rest,0.0990881
1078356,faces,0.117673
1078623,rest,0.101998
1078623,faces,0.120618
1078630,rest,0.0772352
1078630,faces,0.122624
1078784,rest,0.231423
1078784,faces,NA
1078873,rest,0.106617
1078873,faces,0.111148
1079000,rest,0.37506
1079000,faces,NA
1079013,rest,0.290539
1079013,faces,0.345386
1079102,rest,NA
1079102,faces,NA
1079224,rest,0.183417
1079224,faces,0.231215
1079263,rest,0.163001
1079263,faces,0.226485
1079291,rest,0.0706941
1079291,faces,0.0977544
1079304,rest,0.0921701
1079304,faces,NA
1079421,rest,0.0881677
1079421,faces,0.0959878
1079449,rest,0.118656
1079449,faces,0.207758
1079537,rest,0.158608
1079537,faces,0.144812
1079760,rest,0.161421
1079760,faces,0.222593
1079861,rest,0.2859
1079861,faces,0.428735
1079899,rest,0.152874
1079899,faces,NA
1079908,rest,0.104087
1079908,faces,NA
1079914,rest,0.0765121
1079914,faces,0.0763576
1080009,rest,NA
1080009,faces,0.234801
1080080,rest,0.212819
1080080,faces,0.302042
1080153,rest,NA
1080153,faces,NA
1080267,rest,0.166517
1080267,faces,0.225389
1080484,rest,0.142108
1080484,faces,NA
1080516,rest,0.126867
1080516,faces,0.114608
1080565,rest,0.136973
1080565,faces,0.147366
1080656,rest,0.074541
1080656,faces,0.095116
1080732,rest,0.100265
1080732,faces,0.10131
1080797,rest,0.0892466
1080797,faces,0.128033
1080985,rest,NA
1080985,faces,NA
1081054,rest,0.138281
1081054,faces,0.155985
1081130,rest,0.101005
1081130,faces,0.121747
1081209,rest,0.0680995
1081209,faces,0.0847448
1081238,rest,0.0821463
1081238,faces,0.101183
1081263,rest,0.0941625
1081263,faces,0.072865
1081316,rest,0.182088
1081316,faces,0.264636
1081373,rest,0.16798
1081373,faces,0.192069
1081398,rest,0.1084
1081398,faces,0.141434
1081485,rest,0.0924903
1081485,faces,0.108407
1081579,rest,0.137589
1081579,faces,0.133017
1081636,rest,0.110838
1081636,faces,0.133287
1081914,rest,0.0911405
1081914,faces,0.106776
1081971,rest,NA
1081971,faces,NA
1082059,rest,0.0747286
1082059,faces,0.0928339
1082125,rest,0.0491289
1082125,faces,0.0535971
1082338,rest,0.173138
1082338,faces,0.174631
1082727,rest,0.0792879
1082727,faces,0.103591
1082885,rest,0.123688
1082885,faces,0.16445
1083192,rest,0.165419
1083192,faces,0.168153
1083423,rest,0.0767786
1083423,faces,0.0973167
1083496,rest,NA
1083496,faces,NA
1083676,rest,0.259914
1083676,faces,0.31257
1083681,rest,0.153077
1083681,faces,0.285651
1083875,rest,0.296302
1083875,faces,0.273842
1083916,rest,0.055412
1083916,faces,0.0651613
1084303,rest,0.0924107
1084303,faces,0.11822
1084442,rest,0.13855
1084442,faces,0.177988
1084460,rest,0.0840955
1084460,faces,0.102537
1084487,rest,0.124022
1084487,faces,NA
1084510,rest,0.0731538
1084510,faces,NA
1084599,rest,0.116591
1084599,faces,0.1013
1084673,rest,0.0525284
1084673,faces,NA
1084820,rest,0.0970155
1084820,faces,0.118058
1084866,rest,NA
1084866,faces,NA
1084932,rest,0.132057
1084932,faces,0.149209
1084981,rest,0.0981782
1084981,faces,0.0987552
1085012,rest,0.142456
1085012,faces,0.171374
1085070,rest,0.0616242
1085070,faces,0.0604758
1085094,rest,0.0567214
1085094,faces,0.12634
1085103,rest,NA
1085103,faces,NA
1085122,rest,0.109597
1085122,faces,0.148038
1085253,rest,NA
1085253,faces,NA
1085262,rest,0.0501929
1085262,faces,NA
1085372,rest,0.0722079
1085372,faces,0.408577
1085519,rest,0.173233
1085519,faces,0.180444
1085542,rest,0.179379
1085542,faces,0.203199
1085804,rest,NA
1085804,faces,NA
1086084,rest,0.129551
1086084,faces,0.135476
1086128,rest,0.091259
1086128,faces,0.135102
1086156,rest,0.156581
1086156,faces,0.187384
1086199,rest,0.203881
1086199,faces,0.154166
1086475,rest,NA
1086475,faces,NA
1086513,rest,NA
1086513,faces,NA
1086548,rest,0.103918
1086548,faces,0.105736
1086731,rest,0.143789
1086731,faces,0.171987
1086815,rest,0.122748
1086815,faces,0.108302
1086823,rest,0.126687
1086823,faces,NA
1086859,rest,0.111201
1086859,faces,0.256617
1086896,rest,0.201274
1086896,faces,0.242678
1086989,rest,0.105015
1086989,faces,0.190356
1087042,rest,0.234781
1087042,faces,0.250923
1087116,rest,0.0698765
1087116,faces,0.117502
1087254,rest,0.13932
1087254,faces,0.16485
1087351,rest,0.0669872
1087351,faces,0.0819385
1087680,rest,NA
1087680,faces,NA
1087691,rest,0.133718
1087691,faces,0.167502
1087803,rest,0.0814951
1087803,faces,0.0886659
1087890,rest,0.150375
1087890,faces,0.169133
1088016,rest,NA
1088016,faces,NA
1088155,rest,0.0923337
1088155,faces,NA
1088160,rest,0.125512
1088160,faces,NA
1088187,rest,0.118147
1088187,faces,0.132673
1088381,rest,0.0562165
1088381,faces,NA
1088490,rest,0.0949171
1088490,faces,0.129361
1088580,rest,0.141253
1088580,faces,0.187994
1088621,rest,0.115782
1088621,faces,0.175075
1088730,rest,0.0826461
1088730,faces,0.220368
1088759,rest,NA
1088759,faces,NA
1088983,rest,0.0878489
1088983,faces,0.0813864
1089090,rest,0.200595
1089090,faces,0.239286
1089168,rest,0.107452
1089168,faces,NA
1089235,rest,0.13076
1089235,faces,0.127964
1089687,rest,0.190718
1089687,faces,0.181423
1089780,rest,0.117279
1089780,faces,0.132427
1090118,rest,0.118065
1090118,faces,0.146976
1090219,rest,0.0772305
1090219,faces,0.0851609
1090234,rest,0.080674
1090234,faces,0.132676
1090260,rest,0.121093
1090260,faces,0.156311
1090459,rest,0.154039
1090459,faces,0.177205
1090464,rest,0.114325
1090464,faces,0.154001
1090527,rest,0.269081
1090527,faces,0.356119
1090553,rest,NA
1090553,faces,NA
1090600,rest,0.108531
1090600,faces,0.181361
1090648,rest,0.11562
1090648,faces,0.13727
1090736,rest,0.0643981
1090736,faces,0.0754479
1090824,rest,0.0980465
1090824,faces,0.0988633
1090838,rest,0.0713167
1090838,faces,0.0968665
1091003,rest,0.156661
1091003,faces,0.135359
1091235,rest,0.0925884
1091235,faces,0.159831
1091314,rest,0.267178
1091314,faces,0.293439
1091619,rest,0.138957
1091619,faces,0.215567
1091634,rest,0.0702519
1091634,faces,0.0845894
1091655,rest,0.129371
1091655,faces,0.123913
1091660,rest,0.112427
1091660,faces,NA
1091780,rest,0.126548
1091780,faces,NA
1091813,rest,0.077496
1091813,faces,NA
1091881,rest,NA
1091881,faces,NA
1092174,rest,0.103255
1092174,faces,0.10133
1092190,rest,0.153295
1092190,faces,0.255267
1092399,rest,NA
1092399,faces,NA
1092526,rest,0.130298
1092526,faces,0.160563
1092705,rest,NA
1092705,faces,NA
1092751,rest,0.0700395
1092751,faces,0.070118
1092816,rest,0.0678865
1092816,faces,0.0933015
1092873,rest,0.149652
1092873,faces,0.167419
1093054,rest,0.107693
1093054,faces,0.0879137
1093141,rest,0.0762999
1093141,faces,0.142502
1093164,rest,0.12607
1093164,faces,NA
1093188,rest,0.0862286
1093188,faces,0.127749
1093331,rest,0.0869767
1093331,faces,NA
1093421,rest,0.120608
1093421,faces,0.126846
1093433,rest,0.177504
1093433,faces,0.203965
1093579,rest,0.0714229
1093579,faces,0.0648711
1093611,rest,0.124673
1093611,faces,0.120228
1093645,rest,0.0765825
1093645,faces,0.126383
1093674,rest,0.144305
1093674,faces,0.146707
1093719,rest,0.0840305
1093719,faces,0.0806102
1093861,rest,0.154809
1093861,faces,0.175788
1093971,rest,0.0620706
1093971,faces,0.0799534
1094249,rest,0.0657254
1094249,faces,0.080813
1094294,rest,0.124182
1094294,faces,0.129271
1094378,rest,0.11014
1094378,faces,0.152357
1094409,rest,0.0838452
1094409,faces,0.0747475
1094463,rest,0.196569
1094463,faces,0.134739
1094475,rest,0.0912967
1094475,faces,0.124606
1094480,rest,0.0721336
1094480,faces,0.159471
1094548,rest,NA
1094548,faces,NA
1094576,rest,0.0646492
1094576,faces,0.0767837
1094974,rest,0.171117
1094974,faces,0.156759
1095126,rest,0.334996
1095126,faces,0.284737
1095178,rest,0.0729692
1095178,faces,0.0960245
1095490,rest,0.071068
1095490,faces,0.0916101
1095796,rest,0.302151
1095796,faces,0.300176
1095862,rest,0.206167
1095862,faces,0.225871
1095895,rest,0.134953
1095895,faces,0.101233
1096100,rest,0.0904152
1096100,faces,NA
1096298,rest,0.222312
1096298,faces,0.226847
1096317,rest,0.0699477
1096317,faces,0.085919
1096461,rest,0.115677
1096461,faces,0.149269
1096483,rest,0.189587
1096483,faces,0.17406
1096590,rest,0.0728345
1096590,faces,NA
1096727,rest,0.0898551
1096727,faces,0.195036
1097139,rest,0.236262
1097139,faces,0.189223
1097341,rest,NA
1097341,faces,NA
1097359,rest,0.289838
1097359,faces,0.301438
1097451,rest,0.134176
1097451,faces,0.131907
1097479,rest,NA
1097479,faces,NA
1097516,rest,0.0820557
1097516,faces,0.139668
1097610,rest,NA
1097610,faces,NA
1097713,rest,0.0582462
1097713,faces,0.0862406
1097732,rest,0.179136
1097732,faces,0.237044
1097754,rest,0.0691688
1097754,faces,0.0872875
1097781,rest,0.141238
1097781,faces,0.195198
1097957,rest,0.184901
1097957,faces,0.229655
1098027,rest,0.116153
1098027,faces,0.137837
1098086,rest,0.0996047
1098086,faces,0.119886
1098241,rest,0.0401549
1098241,faces,0.0493426
1098259,rest,NA
1098259,faces,NA
1098277,rest,0.120536
1098277,faces,0.140927
1098288,rest,0.253601
1098288,faces,NA
1098303,rest,0.0844924
1098303,faces,NA
1098345,rest,0.153128
1098345,faces,NA
1098367,rest,0.169362
1098367,faces,0.19908
1098455,rest,0.127898
1098455,faces,0.142348
1098493,rest,0.128477
1098493,faces,0.163082
1098572,rest,0.105497
1098572,faces,0.134992
1098629,rest,NA
1098629,faces,NA
1098631,rest,0.251613
1098631,faces,0.196847
1099019,rest,0.0821991
1099019,faces,0.162571
1099147,rest,0.130586
1099147,faces,0.159481
1099281,rest,0.128337
1099281,faces,0.160334
1099320,rest,0.11082
1099320,faces,0.162626
1099337,rest,0.168962
1099337,faces,0.173173
1099343,rest,0.121108
1099343,faces,0.141036
1099439,rest,NA
1099439,faces,NA
1099549,rest,0.0705116
1099549,faces,0.107879
1099707,rest,NA
1099707,faces,NA
1099783,rest,0.109956
1099783,faces,0.165217
1099803,rest,NA
1099803,faces,NA
1099845,rest,0.175949
1099845,faces,0.199021
1099890,rest,NA
1099890,faces,NA
1099915,rest,0.0929947
1099915,faces,0.083211
1099923,rest,0.102152
1099923,faces,0.165032
1099988,rest,0.125455
1099988,faces,NA
1100009,rest,NA
1100009,faces,NA
1100075,rest,0.130027
1100075,faces,0.167055
1100171,rest,NA
1100171,faces,NA
1100211,rest,NA
1100211,faces,NA
1100315,rest,0.105117
1100315,faces,0.105071
1100396,rest,0.132596
1100396,faces,0.155432
1100492,rest,0.0972055
1100492,faces,0.086122
1100547,rest,0.194033
1100547,faces,0.153608
1100700,rest,0.0598941
1100700,faces,0.0581857
1100834,rest,0.27199
1100834,faces,0.781822
1100855,rest,NA
1100855,faces,NA
1100985,rest,0.181099
1100985,faces,0.140233
1101081,rest,NA
1101081,faces,NA
1101406,rest,0.0946387
1101406,faces,0.167236
1101603,rest,0.179475
1101603,faces,0.149168
1101690,rest,0.0731284
1101690,faces,0.0989509
1101734,rest,0.118995
1101734,faces,0.112783
1101899,rest,0.139159
1101899,faces,0.156638
1101971,rest,0.08083
1101971,faces,0.0866779
1102002,rest,NA
1102002,faces,NA
1102030,rest,0.108046
